3576022	Saint John’s	AG	17.11717	-61.84573	America/Antigua
5513307	Sun Valley	US	39.5963	-119.77602	America/Los_Angeles
5513343	Sunrise Manor	US	36.21108	-115.07306	America/Los_Angeles
5515110	Whitney	US	36.07081	-115.08416	America/Los_Angeles
5515345	Winchester	US	36.12997	-115.11889	America/Los_Angeles
5516233	Amarillo	US	35.222	-101.8313	America/Chicago
5517061	Big Spring	US	32.2504	-101.47874	America/Chicago
5520076	Del Rio	US	29.36273	-100.89676	America/Chicago
5520677	Eagle Pass	US	28.70914	-100.49952	America/Chicago
5520993	El Paso	US	31.75872	-106.48693	America/Denver
5523074	Hereford	US	34.81506	-102.3977	America/Chicago
5523369	Horizon City	US	31.69261	-106.20748	America/Denver
5525577	Lubbock	US	33.57786	-101.85517	America/Chicago
5526337	Midland	US	31.99735	-102.07791	America/Chicago
5527554	Odessa	US	31.84568	-102.36764	America/Chicago
5527953	Pampa	US	35.53616	-100.95987	America/Chicago
5528450	Plainview	US	34.18479	-101.70684	America/Chicago
5530022	San Angelo	US	31.46377	-100.43704	America/Chicago
5530932	Socorro	US	31.65456	-106.30331	America/Denver
5530937	Socorro Mission Number 1 Colonia	US	31.63622	-106.29054	America/Denver
5533366	West Odessa	US	31.84235	-102.49876	America/Chicago
5536630	Cedar City	US	37.67748	-113.06189	America/Denver
5546220	Saint George	US	37.10415	-113.58412	America/Denver
5549222	Washington	US	37.13054	-113.50829	America/Denver
5550368	Wasco	US	35.59412	-119.34095	America/Los_Angeles
5551498	Anthem	US	33.86726	-112.14682	America/Phoenix
5551535	Apache Junction	US	33.41505	-111.54958	America/Phoenix
5552301	Avondale	US	33.4356	-112.3496	America/Phoenix
5554072	Juneau	US	58.30194	-134.41972	America/Juneau
5558953	Arcata	US	40.86652	-124.08284	America/Los_Angeles
5559320	Bayside	US	40.84235	-124.06367	America/Los_Angeles
5563397	Eureka	US	40.80207	-124.16367	America/Los_Angeles
5567770	McKinleyville	US	40.94652	-124.10062	America/Los_Angeles
5570160	Redding	US	40.58654	-122.39168	America/Los_Angeles
5572400	Susanville	US	40.41628	-120.65301	America/Los_Angeles
5574991	Boulder	US	40.01499	-105.27055	America/Denver
5576859	Erie	US	40.05026	-105.04998	America/Denver
5576909	Evans	US	40.37637	-104.69219	America/Denver
5577147	Fort Collins	US	40.58526	-105.08442	America/Denver
5577592	Greeley	US	40.42331	-104.70913	America/Denver
5579276	Longmont	US	40.16721	-105.10193	America/Denver
5579368	Loveland	US	40.39776	-105.07498	America/Denver
5583509	Windsor	US	40.47748	-104.90136	America/Denver
5586437	Boise	US	43.6135	-116.20345	America/Boise
5587698	Caldwell	US	43.66294	-116.68736	America/Boise
5589173	Coeur d'Alene	US	47.67768	-116.78047	America/Los_Angeles
5591778	Eagle	US	43.69544	-116.35401	America/Boise
5596475	Idaho Falls	US	43.46658	-112.03414	America/Boise
5597955	Kuna	US	43.49183	-116.42012	America/Boise
5598538	Lewiston	US	46.41655	-117.01766	America/Los_Angeles
5598542	Lewiston Orchards	US	46.38044	-116.97543	America/Los_Angeles
5600685	Meridian	US	43.61211	-116.39151	America/Boise
5601538	Moscow	US	46.73239	-117.00017	America/Los_Angeles
5601933	Nampa	US	43.54072	-116.56346	America/Boise
5604045	Pocatello	US	42.8713	-112.44553	America/Boise
5604353	Post Falls	US	47.71796	-116.95159	America/Los_Angeles
5605242	Rexburg	US	43.82602	-111.78969	America/Boise
5610810	Twin Falls	US	42.56297	-114.46087	America/Boise
5640350	Billings	US	45.78329	-108.50069	America/Denver
5641727	Bozeman	US	45.67965	-111.03856	America/Denver
5642934	Butte	US	46.00382	-112.53474	America/Denver
5655240	Great Falls	US	47.50024	-111.30081	America/Denver
5656882	Helena	US	46.59271	-112.03611	America/Denver
5660340	Kalispell	US	48.19579	-114.31291	America/Denver
5666639	Missoula	US	46.87215	-113.994	America/Denver
5688025	Bismarck	US	46.80833	-100.78374	America/Chicago
5688789	Dickinson	US	46.87918	-102.78962	America/Denver
5690366	Mandan	US	46.82666	-100.88958	America/North_Dakota/New_Salem
5690532	Minot	US	48.23251	-101.29627	America/Chicago
5697939	North Platte	US	41.12389	-100.76542	America/Chicago
5699404	Scottsbluff	US	41.86663	-103.66717	America/Denver
5703670	Elko	US	40.83242	-115.76312	America/Los_Angeles
5710756	Albany	US	44.63651	-123.10593	America/Los_Angeles
5711099	Aloha	US	45.49428	-122.86705	America/Los_Angeles
5711149	Altamont	US	42.20681	-121.73722	America/Los_Angeles
5711789	Ashland	US	42.19458	-122.70948	America/Los_Angeles
5713376	Beaverton	US	45.48706	-122.80371	America/Los_Angeles
5713587	Bend	US	44.05817	-121.31531	America/Los_Angeles
5713759	Bethany	US	45.55789	-122.8676	America/Los_Angeles
5717758	Canby	US	45.2629	-122.69259	America/Los_Angeles
5718601	Central Point	US	42.37596	-122.91643	America/Los_Angeles
5720495	Coos Bay	US	43.3665	-124.21789	America/Los_Angeles
5720727	Corvallis	US	44.56457	-123.26204	America/Los_Angeles
5725846	Eugene	US	44.05207	-123.08675	America/Los_Angeles
5727190	Forest Grove	US	45.51984	-123.11066	America/Los_Angeles
5727382	Four Corners	US	44.9279	-122.98371	America/Los_Angeles
5729080	Grants Pass	US	42.43933	-123.33067	America/Los_Angeles
5729485	Gresham	US	45.49818	-122.43148	America/Los_Angeles
5730675	Hayesville	US	44.98595	-122.98287	America/Los_Angeles
5731070	Hermiston	US	45.84041	-119.28946	America/Los_Angeles
5731371	Hillsboro	US	45.52289	-122.98983	America/Los_Angeles
5734711	Keizer	US	44.99012	-123.02621	America/Los_Angeles
5735238	Klamath Falls	US	42.22487	-121.78167	America/Los_Angeles
5735724	Lake Oswego	US	45.42067	-122.67065	America/Los_Angeles
5736218	Lebanon	US	44.53651	-122.90703	America/Los_Angeles
5736378	Lents	US	45.47984	-122.56731	America/Los_Angeles
5739936	McMinnville	US	45.21012	-123.19872	America/Los_Angeles
5740099	Medford	US	42.32652	-122.87559	America/Los_Angeles
5740900	Milwaukie	US	45.44623	-122.63926	America/Los_Angeles
5742726	Newberg	US	45.30012	-122.97316	America/Los_Angeles
5743731	Oak Grove	US	45.41679	-122.64009	America/Los_Angeles
5744253	Oregon City	US	45.35734	-122.60676	America/Los_Angeles
5745380	Pendleton	US	45.67207	-118.7886	America/Los_Angeles
5746545	Portland	US	45.52345	-122.67621	America/Los_Angeles
5747882	Redmond	US	44.27262	-121.17392	America/Los_Angeles
5749352	Roseburg	US	43.2165	-123.34174	America/Los_Angeles
5750162	Salem	US	44.9429	-123.0351	America/Los_Angeles
5751632	Sherwood	US	45.35651	-122.8401	America/Los_Angeles
5754005	Springfield	US	44.04624	-123.02203	America/Los_Angeles
5756758	Tigard	US	45.43123	-122.77149	America/Los_Angeles
5757477	Troutdale	US	45.53929	-122.38731	America/Los_Angeles
5757506	Tualatin	US	45.38401	-122.76399	America/Los_Angeles
5760009	West Linn	US	45.36568	-122.61231	America/Los_Angeles
5761287	Wilsonville	US	45.29984	-122.77371	America/Los_Angeles
5761708	Woodburn	US	45.14373	-122.85537	America/Los_Angeles
5768233	Rapid City	US	44.08054	-103.23101	America/Denver
5771826	Bountiful	US	40.88939	-111.88077	America/Denver
5771960	Brigham City	US	41.51021	-112.0155	America/Denver
5772654	Centerville	US	40.918	-111.87216	America/Denver
5772959	Clearfield	US	41.11078	-112.02605	America/Denver
5773001	Clinton	US	41.13967	-112.0505	America/Denver
5773304	Cottonwood Heights	US	40.61967	-111.81021	America/Denver
5774001	Draper	US	40.52467	-111.86382	America/Denver
5774215	Eagle Mountain	US	40.31412	-112.00688	America/Denver
5774301	East Millcreek	US	40.69995	-111.81049	America/Denver
5774662	Farmington	US	40.9805	-111.88744	America/Denver
5775782	Herriman	US	40.51411	-112.03299	America/Denver
5775863	Highland	US	40.44995	-111.77021	America/Denver
5776008	Holladay	US	40.66884	-111.82466	America/Denver
5776715	Kaysville	US	41.03522	-111.93855	America/Denver
5776727	Kearns	US	40.65995	-111.99633	America/Denver
5777107	Layton	US	41.06022	-111.97105	America/Denver
5777224	Lehi	US	40.39162	-111.85077	America/Denver
5777544	Logan	US	41.73549	-111.83439	America/Denver
5777793	Magna	US	40.70911	-112.10161	America/Denver
5778244	Midvale	US	40.61106	-111.89994	America/Denver
5778352	Millcreek	US	40.68689	-111.87549	America/Denver
5778755	Murray	US	40.66689	-111.88799	America/Denver
5779036	North Ogden	US	41.30716	-111.96022	America/Denver
5779068	North Salt Lake	US	40.84856	-111.90688	America/Denver
5779206	Ogden	US	41.223	-111.97383	America/Denver
5779334	Orem	US	40.2969	-111.69465	America/Denver
5779548	Payson	US	40.0444	-111.73215	America/Denver
5779816	Pleasant Grove	US	40.36412	-111.73854	America/Denver
5780026	Provo	US	40.23384	-111.65853	America/Denver
5780557	Riverton	US	40.52189	-111.9391	America/Denver
5780802	Roy	US	41.16161	-112.02633	America/Denver
5780993	Salt Lake City	US	40.76078	-111.89105	America/Denver
5781061	Sandy City	US	40.59161	-111.8841	America/Denver
5781070	Sandy Hills	US	40.58106	-111.85077	America/Denver
5781087	Saratoga Springs	US	40.34912	-111.90466	America/Denver
5781765	South Jordan Heights	US	40.56384	-111.94938	America/Denver
5781770	South Jordan	US	40.56217	-111.92966	America/Denver
5781783	South Ogden	US	41.19189	-111.97133	America/Denver
5781794	South Salt Lake	US	40.71884	-111.88827	America/Denver
5781860	Spanish Fork	US	40.11496	-111.65492	America/Denver
5781993	Springville	US	40.16523	-111.61075	America/Denver
5782391	Syracuse	US	41.08939	-112.06467	America/Denver
5782476	Taylorsville	US	40.66772	-111.93883	America/Denver
5783695	Tooele	US	40.53078	-112.29828	America/Denver
5784549	West Jordan	US	40.60967	-111.9391	America/Denver
5784607	West Valley City	US	40.69161	-112.00105	America/Denver
5785243	Aberdeen	US	46.97537	-123.81572	America/Los_Angeles
5785657	Anacortes	US	48.5126	-122.61267	America/Los_Angeles
5785868	Arlington	US	48.19871	-122.12514	America/Los_Angeles
5785965	Auburn	US	47.30732	-122.22845	America/Los_Angeles
5786485	Battle Ground	US	45.78095	-122.53343	America/Los_Angeles
5786882	Bellevue	US	47.61038	-122.20068	America/Los_Angeles
5786899	Bellingham	US	48.75955	-122.48822	America/Los_Angeles
5787776	Bonney Lake	US	47.17705	-122.18651	America/Los_Angeles
5787829	Bothell	US	47.76232	-122.2054	America/Los_Angeles
5788054	Bremerton	US	47.56732	-122.63264	America/Los_Angeles
5788516	Burien	US	47.47038	-122.34679	America/Los_Angeles
5788822	Camas	US	45.58706	-122.39954	America/Los_Angeles
5789683	Centralia	US	46.71621	-122.9543	America/Los_Angeles
5790971	Cottage Lake	US	47.74427	-122.07735	America/Los_Angeles
5791159	Covington	US	47.35818	-122.12216	America/Los_Angeles
5792244	Des Moines	US	47.40177	-122.32429	America/Los_Angeles
5793427	Edmonds	US	47.81065	-122.37736	America/Los_Angeles
5793639	Ellensburg	US	46.99651	-120.54785	America/Los_Angeles
5793933	Everett	US	47.97898	-122.20208	America/Los_Angeles
5794097	Fairwood	US	47.44843	-122.15734	America/Los_Angeles
5794245	Federal Way	US	47.32232	-122.31262	America/Los_Angeles
5794559	Five Corners	US	45.68456	-122.5751	America/Los_Angeles
5795011	Frederickson	US	47.09621	-122.35873	America/Los_Angeles
5795906	Graham	US	47.05288	-122.29428	America/Los_Angeles
5796984	Hazel Dell	US	45.67151	-122.66288	America/Los_Angeles
5798487	Issaquah	US	47.5301	-122.03262	America/Los_Angeles
5799587	Kenmore	US	47.75732	-122.24401	America/Los_Angeles
5799610	Kennewick	US	46.21125	-119.13723	America/Los_Angeles
5799625	Kent	US	47.38093	-122.23484	America/Los_Angeles
5799841	Kirkland	US	47.68149	-122.20874	America/Los_Angeles
5800112	Lacey	US	47.03426	-122.82319	America/Los_Angeles
5800317	Lake Stevens	US	48.0151	-122.06374	America/Los_Angeles
5800420	Lakewood	US	47.17176	-122.51846	America/Los_Angeles
5801617	Longview	US	46.13817	-122.93817	America/Los_Angeles
5802049	Lynnwood	US	47.82093	-122.31513	America/Los_Angeles
5802340	Maple Valley	US	47.39272	-122.04641	America/Los_Angeles
5802493	Martha Lake	US	47.85093	-122.2393	America/Los_Angeles
5802570	Marysville	US	48.05176	-122.17708	America/Los_Angeles
5803139	Mercer Island	US	47.57065	-122.22207	America/Los_Angeles
5803457	Mill Creek	US	47.8601	-122.2043	America/Los_Angeles
5803786	Monroe	US	47.85538	-121.97096	America/Los_Angeles
5803990	Moses Lake	US	47.13014	-119.27808	America/Los_Angeles
5804127	Mount Vernon	US	48.42122	-122.33405	America/Los_Angeles
5804191	Mountlake Terrace	US	47.78815	-122.30874	America/Los_Angeles
5804306	Mukilteo	US	47.94454	-122.30458	America/Los_Angeles
5804953	North Creek	US	47.81954	-122.17624	America/Los_Angeles
5805441	Oak Harbor	US	48.29316	-122.64322	America/Los_Angeles
5805687	Olympia	US	47.03787	-122.9007	America/Los_Angeles
5805782	Opportunity	US	47.64995	-117.23991	America/Los_Angeles
5805815	Orchards	US	45.66651	-122.56093	America/Los_Angeles
5806253	Parkland	US	47.15538	-122.43401	America/Los_Angeles
5806298	Pasco	US	46.23958	-119.10057	America/Los_Angeles
5807212	Port Angeles	US	48.11815	-123.43074	America/Los_Angeles
5807540	Pullman	US	46.73127	-117.17962	America/Los_Angeles
5807575	Puyallup	US	47.18538	-122.2929	America/Los_Angeles
5808079	Redmond	US	47.67399	-122.12151	America/Los_Angeles
5808189	Renton	US	47.48288	-122.21707	America/Los_Angeles
5808276	Richland	US	46.28569	-119.28446	America/Los_Angeles
5809333	Salmon Creek	US	45.71067	-122.64899	America/Los_Angeles
5809402	Sammamish	US	47.64177	-122.0804	America/Los_Angeles
5809805	SeaTac	US	47.44846	-122.29217	America/Los_Angeles
5809844	Seattle	US	47.60621	-122.33207	America/Los_Angeles
5810301	Shoreline	US	47.75565	-122.34152	America/Los_Angeles
5810490	Silverdale	US	47.64454	-122.69487	America/Los_Angeles
5811456	South Hill	US	47.14121	-122.27012	America/Los_Angeles
5811581	Spanaway	US	47.10399	-122.43457	America/Los_Angeles
5811696	Spokane	US	47.65966	-117.42908	America/Los_Angeles
5811729	Spokane Valley	US	47.67323	-117.23937	America/Los_Angeles
5812604	Sunnyside	US	46.32374	-120.00865	America/Los_Angeles
5812944	Tacoma	US	47.25288	-122.44429	America/Los_Angeles
5814043	Tukwila	US	47.47399	-122.26096	America/Los_Angeles
5814095	Tumwater	US	47.00732	-122.90931	America/Los_Angeles
5814450	University Place	US	47.23565	-122.5504	America/Los_Angeles
5814616	Vancouver	US	45.63873	-122.66149	America/Los_Angeles
5814916	Walla Walla	US	46.06458	-118.34302	America/Los_Angeles
5815342	Wenatchee	US	47.42346	-120.31035	America/Los_Angeles
5815538	West Lake Sammamish	US	47.5776	-122.10123	America/Los_Angeles
5815539	West Lake Stevens	US	47.99343	-122.1018	America/Los_Angeles
5816320	Bainbridge Island	US	47.62621	-122.52124	America/Los_Angeles
5816605	Yakima	US	46.60207	-120.5059	America/Los_Angeles
5820705	Casper	US	42.86663	-106.31308	America/Denver
5821086	Cheyenne	US	41.13998	-104.82025	America/Denver
5826027	Gillette	US	44.29109	-105.50222	America/Denver
5830062	Laramie	US	41.31137	-105.5911	America/Denver
5836898	Rock Springs	US	41.58746	-109.2029	America/Denver
5838198	Sheridan	US	44.79719	-106.95618	America/Denver
5844096	American Fork	US	40.3769	-111.79576	America/Denver
5861187	Eagle River	US	61.32139	-149.56778	America/Anchorage
5861897	Fairbanks	US	64.83778	-147.71639	America/Anchorage
5879400	Anchorage	US	61.21806	-149.90028	America/Anchorage
5879898	Badger	US	64.8	-147.53333	America/Anchorage
6331908	Milton	US	34.13216	-84.30067	America/New_York
6331909	Johns Creek	US	34.02893	-84.19858	America/New_York
6332309	Cutler Bay	US	25.5783	-80.3377	America/New_York
6332439	Alafaya	US	28.5641	-81.2114	America/New_York
6941080	Fort Bragg	US	35.139	-79.00603	America/New_York
7160204	City of Milford (balance)	US	41.22374	-73.06164	America/New_York
7172886	Butte-Silver Bow (Balance)	US	45.90194	-112.65708	America/Denver
7174365	City of Sammamish	US	47.60444	-122.03768	America/Los_Angeles
7176035	Silver Firs	US	47.86602	-122.1551	America/Los_Angeles
7176039	Vineyard	US	38.46449	-121.34692	America/Los_Angeles
7257422	Wallingford Center	US	41.44987	-72.81892	America/New_York
7257991	Bel Air North	US	39.55429	-76.37309	America/New_York
7257992	Bel Air South	US	39.50506	-76.31977	America/New_York
7258965	Setauket-East Setauket	US	40.93064	-73.10179	America/New_York
7259084	Tonawanda	US	42.98499	-78.87798	America/New_York
7259265	Fort Leonard Wood	US	37.70573	-92.15717	America/Chicago
7259621	West Bloomfield Township	US	42.56891	-83.38356	America/Detroit
7259705	East Lake-Orient Park	US	27.98269	-82.37878	America/New_York
7259780	Four Corners	US	28.33287	-81.64738	America/New_York
7259823	Greater Northdale	US	28.10545	-82.52594	America/New_York
7260019	Candler-McAfee	US	33.72672	-84.27246	America/New_York
7260219	University	US	28.0692	-82.43609	America/New_York
7260233	Vero Beach South	US	27.61638	-80.41308	America/New_York
7260327	Kendall West	US	25.7065	-80.4388	America/New_York
7260548	Palm River-Clair Mel	US	27.92386	-82.37939	America/New_York
7260806	Arden-Arcade	US	38.6025	-121.37854	America/Los_Angeles
7260966	Bryn Mawr-Skyway	US	47.4943	-122.24092	America/Los_Angeles
7261029	Casa de Oro-Mount Helix	US	32.76397	-116.96877	America/Los_Angeles
7261268	Florence-Graham	US	33.96772	-118.24438	America/Los_Angeles
7261291	Fort Hood	US	31.13489	-97.77561	America/Chicago
7261476	Inglewood-Finn Hill	US	47.72049	-122.23167	America/Los_Angeles
7261553	La Crescenta-Montrose	US	34.23216	-118.23529	America/Los_Angeles
7261759	East Hill-Meridian	US	47.41052	-122.17369	America/Los_Angeles
7262349	Security-Widefield	US	38.74728	-104.71439	America/Denver
7262428	Union Hill-Novelty Hill	US	47.67887	-122.02833	America/Los_Angeles
7262518	West Whittier-Los Nietos	US	33.976	-118.06909	America/Los_Angeles
7262622	Summerlin South	US	36.11708	-115.33001	America/Los_Angeles
7310164	San Tan Valley	US	33.1911	-111.528	America/Phoenix
7839240	Enchanted Hills	US	35.33676	-106.59296	America/Denver
8030162	West Hills	US	34.19731	-118.64398	America/Los_Angeles
8097131	Oak Hill	US	38.9258	-77.40156	America/New_York
8299576	Bridgewater	US	40.60079	-74.64815	America/New_York
8299577	Warren Township	US	40.60822	-74.51803	America/New_York
8347326	Fairfield Heights	US	39.82861	-86.38224	America/Indiana/Indianapolis
8469295	Randolph	US	40.84829	-74.58148	America/New_York
8605040	Hot Springs National Park	US	34.51342	-93.05429	America/Chicago
8605041	Dixiana	US	33.74021	-86.64938	America/Chicago
8643098	Cranberry Township	US	40.68496	-80.10714	America/New_York
3439525	Young	UY	-32.68333	-57.63333	America/Montevideo
3439748	Trinidad	UY	-33.5165	-56.89957	America/Montevideo
3439749	Trinidad	UY	-33.53889	-56.88861	America/Montevideo
3439781	Treinta y Tres	UY	-33.23333	-54.38333	America/Montevideo
3440034	Tacuarembó	UY	-31.73333	-55.98333	America/Montevideo
3440571	Santa Lucía	UY	-34.45333	-56.39056	America/Montevideo
3440639	San José de Mayo	UY	-34.3375	-56.71361	America/Montevideo
3440696	San Carlos	UY	-34.8	-54.91667	America/Montevideo
3440714	Salto	UY	-31.38333	-57.96667	America/Montevideo
3440777	Rocha	UY	-34.48333	-54.33333	America/Montevideo
3440781	Rivera	UY	-30.90534	-55.55076	America/Montevideo
3440963	Progreso	UY	-34.665	-56.21944	America/Montevideo
3441243	Paysandú	UY	-32.32139	-58.07556	America/Montevideo
3441292	Paso de Carrasco	UY	-34.86028	-56.05222	America/Montevideo
3441354	Pando	UY	-34.71667	-55.95	America/Montevideo
3441575	Montevideo	UY	-34.90328	-56.18816	America/Montevideo
3441665	Minas	UY	-34.37589	-55.23771	America/Montevideo
3441684	Mercedes	UY	-33.2524	-58.03047	America/Montevideo
3441702	Melo	UY	-32.36667	-54.18333	America/Montevideo
3441894	Maldonado	UY	-34.9	-54.95	America/Montevideo
